Időbélyeg;Pontszám;"1.	Állapotgépen tetszőleges állapot-, token- vagy őrfeltétel-finomítást végezve…";"2.	Egy állapotgép biztosan teljesen specifikált, ha…";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmene-tet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Az alábbi állítások közül melyek elégséges feltételei egy folyamat jólstrukturáltságának?";"6.	A C programok vezérlési folyamában…";"7.	Mi lehet a strukturális modellezés célja? ";"8.	Mely állítások igazak az alábbiak közül?";"9.	Mely állítások igazak az alábbiak közül?"
5.17.2017 14:08:03;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:12:26;0;a) …mindig nő az állapotok száma., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;;;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:14:53;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:22:06;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:22:15;0;;;;;;;;;
5.17.2017 14:26:34;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;b) …minden if blokknak egy fork-join pár felel meg.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:29:37;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:31:10;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:37:42;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;b) Szűrés során a tulajdonságmodellben kör keletkezhet., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:43:40;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:43:57;0;;;;;;;;;
5.17.2017 14:46:51;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;a) …S \ S' biztosan kizárólagos, b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:48:40;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:49:57;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;c) Szűrés során a jellemzett objektumok száma nem változhat., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:52:16;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást., c) A folyamat nem tartalmaz ciklust., d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Egy hierarchiát ábrázoló gráfban lehet kör., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;c) Szűrés során a jellemzett objektumok száma nem változhat., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:52:52;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást., c) A folyamat nem tartalmaz ciklust., d) A folyamat nem tartalmaz fork-join párt.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:53:00;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;b) …S \ S' biztosan teljes;a) … pontosan 140 átmenetet tartalmaz.;b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:55:02;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:55:28;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 14:57:31;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:02:38;0;b) …mindig csökken az állapotok száma.;;;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:04:20;0;;;;;;;;;
5.17.2017 15:13:35;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., b) …minden if blokknak egy fork-join pár felel meg., c) …az egymás utáni tevékenységek között mindig adatfüggőség van.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Egy hierarchiát ábrázoló gráfban lehet kör., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:14:36;0;a) …mindig nő az állapotok száma., c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel., a) …egy teljesen specifikált állapotgép finomítása egy állapot kettéválasztásával.;;a) … pontosan 160 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:16:09;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 160 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:32:42;0;a) …mindig nő az állapotok száma.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;a) …S \ S' biztosan kizárólagos;a) … pontosan 160 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:35:31;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:42:15;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:51:17;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg.;b) A rendszer kisebb részekre bontása., c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:56:40;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben., d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 15:59:54;0;;;;;a) A folyamat determinisztikus.;;;;
5.17.2017 16:00:08;0;;;;;b) A folyamat nem tartalmaz elágazást.;;;;
5.17.2017 16:01:32;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:01:43;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:03:15;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:04:18;0;;;a) …S \ S' biztosan kizárólagos, c) …ha S' is egy állapottér, akkor S \ S' = ?.;a) … pontosan 140 átmenetet tartalmaz.;a) A folyamat determinisztikus., b) A folyamat nem tartalmaz elágazást.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:09:07;0;;;;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., d) Az objektum-orientált programozásban használt objektumoknak megfeleltethető egy típusgráf csomópontja.;a) Szűrés során a táblázat jellemzőinek száma mindig csökken., c) Szűrés során a jellemzett objektumok száma nem változhat.
5.17.2017 16:10:44;0;d) …az absztrakt modell minden elérhető állapotához tartozik legalább egy elérhető ál-lapot a finomított modellben.;b) …van kezdőállapota, és minden lehetséges inputja legalább egy állapotátmeneten szerepel.;;a) … pontosan 160 átmenetet tartalmaz.;a) A folyamat determinisztikus.;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) Minden irányítatlan gráf ábrázolható irányított gráffal., c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
5.17.2017 16:19:22;0;c) …a finomabb modell minden elérhető állapotához pontosan egy elérhető állapot tartozik az absztrakt modellben.;a) …van kezdőállapota, valamint csak egyféle inputja van, és minden állapotnak van ezzel címkézett kimenő átmenete., c) …egy teljesen specifikált állapotgép absztrakciója két állapot összevonásával.;a) …S \ S' biztosan kizárólagos;a) … pontosan 140 átmenetet tartalmaz.;;a) …minden while blokknak egy ciklus felel meg., d) …a jólstrukturáltság sérülhet, pl. goto utasítás esetén.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;c) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;d) Vetítés során a táblázat jellemzőinek száma csökkenhet.
